-0.23	0.8	0.0	0.0	0.0	0.0	0.0	0.0	Tanh
-0.2312	0.8135	0.0	0.0	0.0	0.0	0.0	Tanh
-0.2312	0.8135	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2304	0.8324	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2304	0.8324	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2304	0.8324	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2304	0.8517	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2304	0.8517	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2296	0.8517	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2296	0.8517	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2296	0.8715	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2288	0.8715	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2288	0.8715	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2288	0.8715	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2288	0.8715	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.2288	0.8917	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.228	0.8917	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.228	0.8917	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.228	0.8917	0.0	0.0	0.0	0.0	0.0	Relu + tanh
-0.228	0.8917	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2272	0.8917	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2272	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2272	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2272	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2272	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2264	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2264	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2264	0.9124	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2264	0.9335	0.0	0.0	0.0001	0.0	0.0	Relu + tanh
-0.2264	0.9335	0.0	0.0	0.0001	0.0001	0.0	Relu + tanh
-0.2256	0.9335	0.0	0.0	0.0001	0.0001	0.0	Relu + tanh
-0.2256	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2256	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2256	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2256	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9335	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2248	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.224	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2232	0.9552	0.0	0.0001	0.0001	0.0001	0.0	Relu + tanh
-0.2232	0.9552	0.0	0.0001	0.0002	0.0001	0.0	Relu + tanh
-0.2232	0.9552	0.0	0.0001	0.0002	0.0001	0.0	Relu + tanh
-0.2232	0.9552	0.0	0.0001	0.0002	0.0001	0.0	Relu + tanh
-0.2232	0.9773	0.0	0.0001	0.0002	0.0001	0.0	Relu + tanh
-0.2232	0.9773	0.0	0.0001	0.0002	0.0001	0.0	Relu + tanh
